Element Count,Downforce,Front Axle Moment,Rear Axle Downforce,Rear Axle Moment,Front Axle Downforce,Frontal Area,Cl,ClA,Drag,Cd,CdA,Center of Pressure,Sidepod DF,Rear Wing DF,Front Wing DF,Aero Efficiency,FA-RA Difference,Radiator PD,Radiator Mass Flow,Chassis Angle,Chassis Heave,Front Rideheight,Rear Rideheight
1.1846264E7,2.32692141801537,-751.608801204386,10.884186762296,-608.512295109326,8.81197965818155,0.405710860133377,0.0918448632636146,0.0372624584735135,36.9057360775389,1.45668962322569,0.590994799986261,-10.0999072674991,-0.0305697862111578,0,0,0.0630503998924859,-2.07220710411442,220.510189796623,0.217721965211816,0,-0.25,4.7,5.48
1.1631931E7,5.02585220639541,-946.58247032038,13.7076367072514,-637.512346457453,9.23193479239949,0.405694077855646,0.198381345956189,0.0804821372114578,38.2360370056578,1.50925975808853,0.612297745802361,-11.2336282784271,-0.00406767706798253,0,0,0.131442811545865,-4.47570191485194,9.77818828640739,0.208901292204712,0,0,4.95,5.73
1.1682181E7,0.84267897425047,-880.356825697822,12.748610837184,-828.535386416964,11.9981749421812,0.410084125977601,0.0329062938005792,0.0134943487323727,37.9790733364885,1.48306838508204,0.608182802461381,-13.281249811463,0.0155939238677972,0,0,0.0221879814387379,-0.750435895002863,876.282060652826,0.176003686407214,-1.3,-0.25,4.7,3.77266739702653
1.1481671E7,0.343710984424718,-817.04509463761,11.8317818910629,-795.908222289073,11.5256949135772,0.410085934832848,0.0134217249309943,0.00550406061539612,37.0351058559918,1.44620051762777,0.593066491227131,-12.6434483017961,-0.00792775082310916,0,0,0.0092806804916722,-0.306086977485683,-6.47934118418198,0.15760998870862,-1.3,0,4.95,4.02266739702653
1.1788508E7,1.71276050021392,-821.659409879657,11.8986026478104,-716.331382271714,10.373327901224,0.408319030349748,0.0671717737730507,0.0274275135338847,36.6930226344139,1.43904265373964,0.587588501006898,-11.965202372545,-0.00931604753877051,0,0,0.046678097830173,-1.52527474658638,0.848774986661738,0.151955980241835,-0.78,-0.25,4.7,4.23385638400112
1.165616E7,0.12138603030643,-724.79923901713,10.4959525087935,-717.334476051298,10.3878538887052,0.408328056302523,0.00476046389717543,0.00194383097023198,37.0098138551403,1.45143458644966,0.592661463535245,-10.9864022998342,0.0710038982608821,0,0,0.00327983358094006,-0.108098620088249,0.532987088474329,0.160771928464254,-0.78,0,4.95,4.48385638400112
1.1779024E7,5.05323553920523,-953.957736425475,13.8144393066633,-643.2036454032,9.31435155035431,0.406527648220844,0.199053239841436,0.0809206454634784,38.1538471613813,1.50292754631469,0.610981600849634,-11.6267533532066,-0.00702267470009127,0,0,0.132443669909126,-4.50008775630903,26.9234515151184,0.209838997046689,-0.26,-0.25,4.7,5.02447794178008
1.181196E7,4.74669237135445,-944.507409746849,13.6775873693656,-652.604516683881,9.45048731484148,0.406552702986506,0.18696658988264,0.076011772484957,37.7650751062622,1.4875215743684,0.604755916810215,-11.6211460407431,-0.0386671362746611,0,0,0.125690002151415,-4.22710005452409,-2.27115771360695,0.199665662431724,-0.26,0,4.95,5.27447794178008
1.1825592E7,5.1015691257685,-902.21164230082,13.0650944988729,-588.485225994721,8.5219639476211,0.405963177125612,0.201236570826854,0.081694637646733,37.3105298810579,1.47175171087502,0.59747700048688,-10.8222003396056,0.00769484874213001,0,0,0.136732690262823,-4.54313055125182,9.79365131625673,0.221416480016288,0.26,-0.25,4.7,5.93552205821992
1.1847064E7,2.77260669090953,-705.010968751826,10.2093948887587,-534.506573041153,7.74028904043221,0.406675373322847,0.109176753161898,0.0443994968502914,36.2467003807878,1.42728396111185,0.580441237722874,-8.99174941552907,0.1231287780109,0,0,0.0764926644848235,-2.46910584832645,12.9912008613319,0.232877445905443,0.78,-0.25,4.7,6.72614361599888
1.1747218E7,6.41422859122471,-932.772312838438,13.507649249668,-538.322507360225,7.79554829462785,0.40670635523504,0.252553421522318,0.102715081569481,37.3413674203482,1.47027658465946,0.597970830934273,-10.3043803400724,0.103723121394525,0,0,0.17177272912961,-5.71210095504019,27.9531852274231,0.254490325102299,0.78,0,4.95,6.97614361599888
1.1538776E7,3.97905577736435,-707.039629003295,10.2387722949557,-462.343364277776,6.69528020034339,0.407527850121931,0.156355263428337,0.0637191243601985,35.9634754086066,1.41316909989029,0.575905765137032,-8.35418488821628,0.137545667245141,0,0,0.110641580997261,-3.54349209461229,159.209164577464,0.278226808852557,1.3,-0.25,4.7,7.18733260297347
1.184683E7,7.19492541488287,-921.951432496491,13.3509500700077,-479.491845974504,6.94361055142219,0.407527709331823,0.282721574274419,0.115216875542741,36.8774683260857,1.4490846394098,0.590542143726608,-9.69963778791083,0.15222930404193,0,0,0.195103561645349,-6.40733951858553,49.3456551991403,0.27916770005697,1.3,0,4.95,7.43733260297347
1.1585263E7,1.47461378807804,-887.30661076716,12.849251966627,-796.623668369589,11.5360554212591,0.410062074040888,0.0575862052955345,0.0236139187796313,37.8418928919583,1.47779101922558,0.60598605034264,-12.7701582245581,-0.0111870216269261,0,0,0.0389677596807375,-1.31319654536788,-8.8146713560709,0.146974657064346,-1.3,0.25,5.2,4.27266739702653
1.2125252E7,4.8601736973113,-960.549747671569,13.9098994468675,-661.668199839369,9.58174019540983,0.406540966836722,0.191442020399136,0.07782902406624,38.436728782213,1.51402099469638,0.615511558994964,-11.4652397517275,0.0270689441680477,0,0,0.126446080384458,-4.32815925145766,7.26047266338719,0.211894550353693,-0.26,0.25,5.2,5.52447794178008
1.1678101E7,3.87173484721169,-761.319938623798,11.0248155484116,-523.223488579088,7.5768965969921,0.406670850168488,0.152458749970612,0.0620005294661738,36.2126347489705,1.42595845140233,0.579895735736725,-9.112367972728,0.205680538944511,0,0,0.106916684578488,-3.44791895141951,20.4497902132425,0.234353030846056,0.78,0.25,5.2,7.22614361599888
